TRI Facility Name,TRI Facility ID,Year,ZIP Code,City,County,State,EPA Region,Chemical,DCN,Industry Sector,NAICS Code,Parent Company,Federal Facility Agency Name,Releases (lb),Air Releases (lb),Water Releases (lb),Land Releases (lb),Off-Site Releases (lb),Waste Managed (lb),RSEI Score
CHEVRON PRODUCTS CO SACRAMENTO TERMINAL,95818CHVRN2420F,2018,95818,"SACRAMENTO, CA","SACRAMENTO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Polycyclic aromatic compounds (N590),1318216859102,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,CHEVRON CORP,       ,4.90,4.90,0.00,0.00,0.00,174.90,359
TELEDYNE IMAGING SENSORS,93012RCKWL5212V,2020,93012,"CAMARILLO, CA","VENTURA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury (7439-97-6),1320218902322,334 Computers and Electronic Products,334413 Semiconductor and Related Device Manufacturing,TELEDYNE TECHNOLOGIES INC,       ,4.90,4.86,0.00,0.00,0.04,544.90,7
HANSON AGGREGATES,93117HNSNG5SKEL,2018,93117,"GOLETA, CA","SANTA BARBARA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Aluminum (fume or dust) (7429-90-5),1318217028036,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,LEHIGH HANSON,       ,4.84,4.84,0.00,0.00,0.00,"2,722.16",0
PHILLIPS 66 CO-SANTA MARIA REFINERY,93420NCLSN2555W,2019,93420,"ARROYO GRANDE, CA","SAN LUIS OBISPO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","Benzo(g,h,i)perylene (191-24-2)",1319218085049,324 Petroleum,324110 Petroleum Refineries,PHILLIPS 66 CO,       ,4.82,1.18,0.00,3.64,0.00,4.82,0
ARROWHEAD PRODUCTS CORP,90720RRWHD4411K,2018,90720,"LOS ALAMITOS, CA","ORANGE, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Nitric acid (7697-37-2),1318217183882,336 Transportation Equipment,336413 Other Aircraft Parts and Auxiliary Equipment Manufacturing,SUMMA HOLDINGS INC,       ,4.80,4.80,0.00,0.00,0.00,"12,656.80",1
GOLD BOND BUILDING PRODUCTS - LONG BEACH,90813GLDBN1850W,2019,90813,"LONG BEACH, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1319217975794,327 Nonmetallic Mineral Product,327420 Gypsum Product Manufacturing,NATIONAL GYPSUM SERVICES CO,       ,4.80,1.30,0.10,0.00,3.40,4.80,14
RECOLD,92821RCLDX55WME,2020,92821,"BREA, CA","ORANGE, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Chromium (7440-47-3),1320218658247,333 Machinery,333415 Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration..,SPX CORP,       ,4.80,4.80,0.00,0.00,0.00,"7,264.80","5,812"
TROJAN BATTERY CO LLC,90670TRJNB9440A,2018,90670,"SANTA FE SPRINGS, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Arsenic compounds (N020),1318217292907,335 Electrical Equipment,335911 Storage Battery Manufacturing,C & D TECHNOLOGIES INC,       ,4.80,0.00,0.00,0.00,4.80,"1,393.80",0
VALERO WILMINGTON ASPHALT PLANT,90744HNTWY1651A,2018,90744,"WILMINGTON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1318217486101,324 Petroleum,324110 Petroleum Refineries,VALERO ENERGY CORP,       ,4.80,4.30,0.00,0.00,0.50,4.80,33
TROJAN BATTERY CO LLC,90670TRJNB12380,2019,90670,"SANTA FE SPRINGS, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Arsenic and arsenic compounds (N020),1319218375018,335 Electrical Equipment,335911 Storage Battery Manufacturing,C & D TECHNOLOGIES INC,       ,4.79,0.00,0.00,0.00,4.79,230.19,0
CAL METAL X,90011CLFRN366E5,2019,90011,"LOS ANGELES, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Copper (7440-50-8),1319218203697,331 Primary Metals,331410 Nonferrous Metal (except Aluminum) Smelting and Refining,NA,       ,4.76,4.76,0.00,0.00,0.00,4.76,4
SANTA FE SPRINGS PLANT 10,9067WSNTFS12311,2018,90670,"SANTA FE SPRINGS, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1318216774695,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,MCC DEVELOPMENT CORP,       ,4.74,2.49,0.00,2.25,0.00,29.04,73
HOLLIDAY ROCK CO - IRWINDALE,9170WHLLDY257LN,2020,91706,"BALDWIN PARK, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Manganese (7439-96-5),1320219345624,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,HOLLIDAY ROCK CO INC,       ,4.73,4.73,0.00,0.00,0.00,4.73,59
BORAL ROOFING - FRENCH CAMP,95231MNRNC9508S,2019,95231,"FRENCH CAMP, CA","SAN JOAQUIN, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead (7439-92-1),1319217872035,327 Nonmetallic Mineral Product,327390 Other Concrete Product Manufacturing,BORAL USA,       ,4.70,0.00,0.00,0.00,4.70,81.90,0
CHEVRON RICHMOND TECHNOLOGY CENTER,94802CHVRN576ST,2018,94801,"RICHMOND, CA","CONTRA COSTA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Ethylbenzene (100-41-4),1318217723713,999 Other,"541715 Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",CHEVRON CORP,       ,4.69,4.69,0.00,0.00,0.00,4.69,1
LUNDAY-THAGARD CO DBA WORLD OIL REFINING,90280LNDYT9301S,2020,90280,"SOUTH GATE, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Naphthalene (91-20-3),1320219004138,324 Petroleum,324110 Petroleum Refineries,WORLD OIL CORP,       ,4.68,3.13,0.00,0.00,1.55,"1,252.24",31
TELEDYNE IMAGING SENSORS,93012RCKWL5212V,2019,93012,"CAMARILLO, CA","VENTURA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury (7439-97-6),1319218298937,334 Computers and Electronic Products,334413 Semiconductor and Related Device Manufacturing,TELEDYNE TECHNOLOGIES INC,       ,4.67,4.63,0.00,0.00,0.04,518.67,17
RIBOST TERMINAL LLC DBA WORLD OIL TERMINALS - LONG BEACH,90813RBSTT145WP,2020,90813,"LONG BEACH, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Polycyclic aromatic compounds (N590),1320219004088,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,WORLD OIL CORP,       ,4.66,4.66,0.00,0.00,0.00,5.10,642
CHEVRON HUNTINGTON BEACH TERMINAL,92647HNTNG17881,2019,92647,"HUNTINGTON BEACH, CA","ORANGE, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Polycyclic aromatic compounds (N590),1319218123735,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,CHEVRON CORP,       ,4.60,4.60,0.00,0.00,0.00,4.61,783
HOLLIDAY ROCK CO - IRWINDALE,9170WHLLDY257LN,2018,91706,"BALDWIN PARK, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Manganese (7439-96-5),1318218615589,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,HOLLIDAY ROCK CO INC,       ,4.60,4.60,0.00,0.00,0.00,4.60,56
PASADENA PLANT 14,9110WPSDNP142NL,2019,91109,"PASADENA, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1319218382822,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,MCC DEVELOPMENT CORP,       ,4.59,2.41,0.00,2.18,0.00,28.14,69
LOS ANGELES PUMP & VALVE,90255LSNGL2529E,2020,90255,"HUNTINGTON PARK, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Copper (7440-50-8),1320218909101,331 Primary Metals,331529 Other Nonferrous Metal Foundries (except Die-Casting),NA,       ,4.58,1.61,2.97,0.00,0.00,4.58,1
PASADENA PLANT 14,9110WPSDNP142NL,2018,91109,"PASADENA, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1318216774733,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,MCC DEVELOPMENT CORP,       ,4.52,2.37,0.00,2.15,0.00,27.67,69
PHILLIPS 66 LOS ANGELES REFINERY WILMINGTON PLANT,90748NCLLS1660W,2019,90744,"WILMINGTON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury compounds (N458),1319218073120,324 Petroleum,324110 Petroleum Refineries,PHILLIPS 66 CO,       ,4.50,1.90,0.00,0.00,2.60,5.10,5
CHEVRON RICHMOND TECHNOLOGY CENTER,94802CHVRN576ST,2018,94801,"RICHMOND, CA","CONTRA COSTA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Methanol (67-56-1),1318217314362,999 Other,"541715 Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",CHEVRON CORP,       ,4.49,4.49,0.00,0.00,0.00,86.49,0
SANTA FE SPRINGS PLANT 10,9067WSNTFS12311,2019,90670,"SANTA FE SPRINGS, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1319218383812,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,MCC DEVELOPMENT CORP,       ,4.44,2.33,0.00,2.11,0.00,27.23,68
AERC RECYCLING SOLUTIONS,94544RCCMN3677H,2018,94544,"HAYWARD, CA","ALAMEDA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury (7439-97-6),1318216846612,562 Hazardous Waste,562211 Hazardous Waste Treatment and Disposal,CLEAN EARTH INC,       ,4.43,0.00,0.00,0.00,4.43,388.04,0
LUNDAY-THAGARD CO DBA WORLD OIL REFINING,90280LNDYT9301S,2019,90280,"SOUTH GATE, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","Benzo(g,h,i)perylene (191-24-2)",1319217857073,324 Petroleum,324110 Petroleum Refineries,WORLD OIL CORP,       ,4.42,0.00,0.00,0.00,4.42,4.44,0
HUGHES BROS AIRCRAFTERS INC,90280HGHSB11010,2019,90280,"SOUTH GATE, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead (7439-92-1),1319217768480,336 Transportation Equipment,336413 Other Aircraft Parts and Auxiliary Equipment Manufacturing,NA,       ,4.32,4.32,0.00,0.00,0.00,"8,765.32",157
LOS ANGELES PUMP & VALVE,90255LSNGL2529E,2018,90255,"HUNTINGTON PARK, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Copper (7440-50-8),1318217391073,331 Primary Metals,331529 Other Nonferrous Metal Foundries (except Die-Casting),NA,       ,4.28,1.83,2.46,0.00,0.00,4.28,1
CAL METAL X,90011CLFRN366E5,2020,90011,"LOS ANGELES, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Copper (7440-50-8),1320219006727,331 Primary Metals,331410 Nonferrous Metal (except Aluminum) Smelting and Refining,NA,       ,4.28,4.28,0.00,0.00,0.00,4.28,4
RIGHT AWAY REDI-MIX - OAKLAND FACILITY,9460WRGHTW41KEN,2018,94606,"OAKLAND, CA","ALAMEDA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead (7439-92-1),1318217068307,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,US CONCRETE INC,       ,4.26,4.26,0.00,0.00,0.00,4.26,54
DEMENNOKERDOON DBA WORLD OIL RECYCLING,90222DMNNK2000N,2018,90222,"COMPTON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","1,2,4-Trimethylbenzene (95-63-6)",1318216995290,324 Petroleum,324191 Petroleum Lubricating Oil and Grease Manufacturing,WORLD OIL CORP,       ,4.24,4.24,0.00,0.00,0.00,"332,489.01",1
BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,93308TXCRF6451R,2018,93308,"BAKERSFIELD, CA","KERN, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","1,2,4-Trimethylbenzene (95-63-6)",1318217871134,324 Petroleum,324110 Petroleum Refineries,GLOBAL CLEAN ENERGY HOLDINGS INC,       ,4.24,0.60,0.00,0.00,3.64,4.24,0
KAISER ALUMINUM FABRICATED PRODUCTS LLC,90040KSRLM6250E,2020,90040,"LOS ANGELES, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Manganese (7439-96-5),1320219285285,331 Primary Metals,331314 Secondary Smelting and Alloying of Aluminum,KAISER ALUMINUM FABRICATED PRODUCTS LLC,       ,4.22,0.20,0.17,0.00,3.85,651.04,1
BARBOSA CABINETS,9530WBRBSC22EGR,2019,95304,"TRACY, CA","SAN JOAQUIN, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",MIXTURE (MIXTURE),1319218075683,337 Furniture,337110 Wood Kitchen Cabinet and Countertop Manufacturing,BARBOSA CABINETS,       ,4.20,2.10,0.00,0.00,2.10,4.20,0
NATIONAL READY MIX CONCRETE CO,93021NTNLR1395E,2018,93021,"MOORPARK, CA","VENTURA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1318216726885,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,NATIONAL CEMENT,       ,4.20,0.00,0.00,0.00,4.20,4.20,0
SIERRA ALUMINUM CO PLANT II,92355BNNZL11711,2020,92337,"FONTANA, CA","SAN BERNARDINO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Naphthalene (91-20-3),1320218725063,331 Primary Metals,"331318 Other Aluminum Rolling, Drawing, and Extruding",SIERRA ALUMINUM CO,       ,4.19,4.19,0.00,0.00,0.00,620.24,18
PARAMOUNT PLANT 23,9072WPRMNT7277E,2019,90723,"PARAMOUNT, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1319218386795,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,MCC DEVELOPMENT CORP,       ,4.16,2.18,0.00,1.98,0.00,25.51,87
ESCONDIDO PLANT 36,9202WSCNDD131SI,2020,92029,"ESCONDIDO, CA","SAN DIEGO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1320218652030,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,NA,       ,4.16,2.18,0.00,1.97,0.00,25.45,16
CERTAINTEED LLC,94538THCLT6400S,2019,94538,"FREMONT, CA","ALAMEDA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead (7439-92-1),1319218484323,324 Petroleum,324122 Asphalt Shingle and Coating Materials Manufacturing,SAINT-GOBAIN CORP,       ,4.15,0.02,0.00,0.00,4.13,4.15,0
ROBERTSON'S READY MIX LAKE FOREST PLANT 18,9261WRBRTS25931,2019,92610,"FOOTHILL RANCH, CA","ORANGE, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1319218484564,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,ROBERTSONS READY MIX LTD,       ,4.14,2.17,0.00,1.96,0.00,25.32,18
CSBIO,9402WCSBCX2KELL,2018,94025,"MENLO PARK, CA","SAN MATEO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","N,N-Dimethylformamide (68-12-2)",1318217074994,325 Chemicals,325412 Pharmaceutical Preparation Manufacturing,NA,       ,4.12,4.12,0.00,0.00,0.00,"358,494.12",0
TITAN TERMINAL &  TRANSPORT,90280STFFR4570A,2018,90280,"SOUTH GATE, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Methanol (67-56-1),1318217525056,4246 Chemical Wholesalers,424690 Other Chemical and Allied Products Merchant Wholesalers,NA,       ,4.10,4.10,0.00,0.00,0.00,4.10,0
3V FASTNERS CO INC,9287WVFSTN32REE,2020,92879,"CORONA, CA","RIVERSIDE, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Nickel (7440-02-0),1320218749618,332 Fabricated Metals,"332722 Bolt, Nut, Screw, Rivet, and Washer Manufacturing",STANLEY BLACK & DECKER,       ,4.08,0.00,0.00,0.00,4.08,"14,132.08",0
LIPPERT COMPONENTS,92376LPPRT168SS,2019,92376,"RIALTO, CA","SAN BERNARDINO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead (7439-92-1),1319218082725,333 Machinery,333999 All Other Miscellaneous General Purpose Machinery Manufacturing,LCI INDUSTRIES,       ,4.06,0.00,0.00,0.00,4.06,405.58,0
THOUSAND PALMS PLANT 26,9227WTHSND7246V,2020,92276,"THOUSAND PALMS, CA","RIVERSIDE, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1320218654630,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,MCC DEVELOPMENT CORP,       ,4.06,2.13,0.00,1.93,0.00,24.86,4
CENTRAL CONCRETE SUPPLY CO INC - MARTINEZ,9455WCNTRL893WA,2020,94553,"MARTINEZ, CA","CONTRA COSTA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead (7439-92-1),1320218719185,327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,US CONCRETE INC,       ,4.05,4.05,0.00,0.00,0.00,4.05,9
BAKERSFIELD RENEWABLE FUELS LLC - AREA 3,93308TXCRF3663G,2018,93308,"BAKERSFIELD, CA","KERN, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Toluene (108-88-3),1318217419593,324 Petroleum,324110 Petroleum Refineries,GLOBAL CLEAN ENERGY HOLDINGS INC,       ,4.04,4.04,0.00,0.00,0.00,4.04,0
CHEVRON PRODUCTS CO RICHMOND REFINERY,94802CHVRN841ST,2020,94801,"RICHMOND, CA","CONTRA COSTA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","Benzo(g,h,i)perylene (191-24-2)",1320219131606,324 Petroleum,324110 Petroleum Refineries,CHEVRON CORP,       ,4.04,0.14,0.20,0.00,3.70,17.44,0
BACHEM AMERICAS INC,90505BCHMN3132K,2020,90505,"TORRANCE, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","N,N-Dimethylformamide (68-12-2)",1320218936312,325 Chemicals,325412 Pharmaceutical Preparation Manufacturing,NA,       ,4.00,4.00,0.00,0.00,0.00,"190,068.00",0
BANTA TERMINAL CHEVRON PRODUCTS CO,95376BNTTR22888,2018,95304,"TRACY, CA","SAN JOAQUIN, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Cumene (98-82-8),1318216825998,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,CHEVRON CORP,       ,4.00,4.00,0.00,0.00,0.00,11.00,0
CHEMICAL COMPOUNDING CO,9462WCHMCL79166,2020,94621,"OAKLAND, CA","ALAMEDA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Hydrogen fluoride (7664-39-3),1320219184696,325 Chemicals,325611 Soap and Other Detergent Manufacturing,NA,       ,4.00,4.00,0.00,0.00,0.00,4.00,0
DURA COAT PRODUCTS INC,92509DRCTP5361V,2018,92509,"RIVERSIDE, CA","RIVERSIDE, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Zinc compounds (N982),1318217340532,325 Chemicals,325510 Paint and Coating Manufacturing,AXALTA COATING SYSTEMS LLC,       ,4.00,4.00,0.00,0.00,0.00,4.00,0
EQUILON STOCKTON TERMINAL,95203QLNST3515N,2018,95203,"STOCKTON, CA","SAN JOAQUIN, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Naphthalene (91-20-3),1318217004480,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,SHELL PETROLEUM INC,       ,4.00,4.00,0.00,0.00,0.00,10.00,6
GALLADE CHEMICAL INC,92707GLLDC1230E,2018,92707,"SANTA ANA, CA","ORANGE, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Nitric acid (7697-37-2),1318217367996,4246 Chemical Wholesalers,424690 Other Chemical and Allied Products Merchant Wholesalers,NA,       ,4.00,4.00,0.00,0.00,0.00,4.00,1
GCP APPLIED TECHNOLOGIES INC,90040WRGRC7237E,2019,90040,"LOS ANGELES, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Nitrate compounds (N511),1319217983980,325 Chemicals,325998 All Other Miscellaneous Chemical Product and Preparation Manufacturing,GCP APPLIED TECHNOLOGIES INC,       ,4.00,0.00,4.00,0.00,0.00,4.00,0
GENERAL DYNAMICS (NASSCO),92138NTNLSHARBO,2020,92113,"SAN DIEGO, CA","SAN DIEGO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Manganese (7439-96-5),1320219180751,336 Transportation Equipment,336611 Ship Building and Repairing,GENERAL DYNAMICS CORP,       ,4.00,4.00,0.00,0.00,0.00,4.00,19
GILLIG,9455WGLLGX451DI,2020,94551,"LIVERMORE, CA","ALAMEDA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Ethylene glycol (107-21-1),1320218686222,336 Transportation Equipment,336211 Motor Vehicle Body Manufacturing,NA,       ,4.00,4.00,0.00,0.00,0.00,4.00,0
IONIS PHARMACEUTICALS INC,9200WSSPHR2282F,2018,92008,"CARLSBAD, CA","SAN DIEGO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Acetonitrile (75-05-8),1318216733473,325 Chemicals,325411 Medicinal and Botanical Manufacturing,NA,       ,4.00,4.00,0.00,0.00,0.00,"87,217.00",0
IONIS PHARMACEUTICALS INC,9200WSSPHR2282F,2019,92008,"CARLSBAD, CA","SAN DIEGO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Acetonitrile (75-05-8),1319217626062,325 Chemicals,325411 Medicinal and Botanical Manufacturing,NA,       ,4.00,4.00,0.00,0.00,0.00,"102,881.00",0
KDC ONE / COSMETIC LABORATORIES OF AMERICA INC,91311CSMTC20245,2018,91311,"CHATSWORTH, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Glycol ethers (N230),1318217417815,325 Chemicals,325620 Toilet Preparation Manufacturing,KDC US HOLDINGS INC,       ,4.00,4.00,0.00,0.00,0.00,759.00,1
KDC ONE / COSMETIC LABORATORIES OF AMERICA INC,91311CSMTC20245,2019,91311,"CHATSWORTH, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Glycol ethers (N230),1319218352019,325 Chemicals,325620 Toilet Preparation Manufacturing,KDC US HOLDINGS INC,       ,4.00,4.00,0.00,0.00,0.00,716.00,1
KDC ONE / COSMETIC LABORATORIES OF AMERICA INC,91311CSMTC20245,2020,91311,"CHATSWORTH, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Glycol ethers (N230),1320219303613,325 Chemicals,325620 Toilet Preparation Manufacturing,KDC US HOLDINGS INC,       ,4.00,4.00,0.00,0.00,0.00,727.00,1
LIPPERT COMPONENTS,92376LPPRT168SS,2018,92376,"RIALTO, CA","SAN BERNARDINO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead (7439-92-1),1318217019140,333 Machinery,333999 All Other Miscellaneous General Purpose Machinery Manufacturing,LCI INDUSTRIES,       ,4.00,0.00,0.00,0.00,4.00,394.00,0
SANTIER INC,92131PLSCN10121,2018,92131,"SAN DIEGO, CA","SAN DIEGO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Ammonia (7664-41-7),1318217051022,332 Fabricated Metals,332999 All Other Miscellaneous Fabricated Metal Product Manufacturing,NA,       ,4.00,0.00,0.00,0.00,4.00,4.00,0
SPACE LOK INK,9024WSPCLK1336H,2018,90249,"GARDENA, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Chromium (7440-47-3),1318218596260,332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NOVARIA GROUP,       ,4.00,0.00,0.00,0.00,4.00,"4,373.00",0
SPACE SYSTEMS/LORAL LLC B4,94303FRDRS3825F,2018,94303,"PALO ALTO, CA","SANTA CLARA, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead (7439-92-1),1318217890817,336 Transportation Equipment,336414 Guided Missile and Space Vehicle Manufacturing,MAXAR TECHNOLOGIES,       ,4.00,0.00,0.00,0.00,4.00,208.00,0
STOCKTON STEEL,95208STCKT3003E,2018,95212,"STOCKTON, CA","SAN JOAQUIN, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Nickel (7440-02-0),1318216729335,332 Fabricated Metals,332312 Fabricated Structural Metal Manufacturing,THE HERRICK CORP,       ,4.00,4.00,0.00,0.00,0.00,"76,384.00","1,939"
TESORO - SAN DIEGO TERMINAL,92113RCSND2295E,2018,92113,"SAN DIEGO, CA","SAN DIEGO, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Naphthalene (91-20-3),1318217060399,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,4.00,4.00,0.00,0.00,0.00,9.00,17
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,2020,90805,"LONG BEACH, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury compounds (N458),1320219073412,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,4.00,0.00,0.00,0.00,4.00,4.00,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2018,90755,"SIGNAL HILL, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Naphthalene (91-20-3),1318217068461,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,4.00,4.00,0.00,0.00,0.00,4.00,46
